news_headline,news_article,news_category,full_text,clean_text
Jadeja tweets 'Fake friends believe in rumours' amid reports of retirement from Tests,"All-rounder Ravindra Jadeja took to Twitter to share two tweets amid reports of him considering retirement from Test cricket. In the first tweet, he shared a picture of a quote, which read, ""Fake friends believe in rumours....Real friends believe in you."" In the second tweet, he shared a picture of himself in Test jersey and wrote, ""Long way to go.""",sports,"Jadeja tweets 'Fake friends believe in rumours' amid reports of retirement from Tests. All-rounder Ravindra Jadeja took to Twitter to share two tweets amid reports of him considering retirement from Test cricket. In the first tweet, he shared a picture of a quote, which read, ""Fake friends believe in rumours....Real friends believe in you."" In the second tweet, he shared a picture of himself in Test jersey and wrote, ""Long way to go.""",jadeja tweet fake friend believe rumour amid report retirement test rounder ravindra jadeja take twitter share two tweet amid report consider retirement test cricket first tweet share picture quote read fake friend believe rumour real friend believe second tweet share picture test jersey write long way go
Pic of fan holding banner during T20I asking Pak's Rizwan to adopt her goes viral,"A viral photo shows a fan holding up a placard that reads 'Rizwan please adopt me!!!' for Pakistan wicketkeeper-opener Mohammad Rizwan during the second T20I between Pakistan and West Indies on Tuesday. Reacting to this, a Twitter user joked, ""Babar fans are jealous."" Rizwan has scored 116 runs in the ongoing series.",sports,"Pic of fan holding banner during T20I asking Pak's Rizwan to adopt her goes viral. A viral photo shows a fan holding up a placard that reads 'Rizwan please adopt me!!!' for Pakistan wicketkeeper-opener Mohammad Rizwan during the second T20I between Pakistan and West Indies on Tuesday. Reacting to this, a Twitter user joked, ""Babar fans are jealous."" Rizwan has scored 116 runs in the ongoing series.",pic fan hold banner ti ask pak rizwan adopt go viral viral photo show fan hold placard read rizwan please adopt I pakistan wicketkeeper opener mohammad rizwan second ti pakistan west indie tuesday react twitter user joke babar fan jealous rizwan score run ongoing series
I am and I was available for selection all this time: Kohli on ODI series vs SA,"Team India Test captain Virat Kohli has clarified that he is and he was available for selection ""all this time"" for the ODI series against South Africa. He added, ""Question [about my availability] should be asked to people who wrote about [me not being available]."" ""I never told BCCI I want to be rested from the series,"" he added.",sports,"I am and I was available for selection all this time: Kohli on ODI series vs SA. Team India Test captain Virat Kohli has clarified that he is and he was available for selection ""all this time"" for the ODI series against South Africa. He added, ""Question [about my availability] should be asked to people who wrote about [me not being available]."" ""I never told BCCI I want to be rested from the series,"" he added.",I I available selection time kohli odi series vs sa team india test captain virat kohli clarify available selection time odi series south africa add question [ availability ] ask people write [ I not available ] I never tell bcci I want rest series add
"Messi shares pics with Agüero after striker's retirement, pays tribute to him","Lionel Messi took to Instagram to share pictures of himself with his Argentina teammate Sergio Agüero, who retired from football due to a heart condition. ""Truth is...now it hurts a lot to see how you've to stop doing what you love the most because of what happened to you,"" Messi wrote. ""All the best for this new stage!!!"" he added.",sports,"Messi shares pics with Agüero after striker's retirement, pays tribute to him. Lionel Messi took to Instagram to share pictures of himself with his Argentina teammate Sergio Agüero, who retired from football due to a heart condition. ""Truth is...now it hurts a lot to see how you've to stop doing what you love the most because of what happened to you,"" Messi wrote. ""All the best for this new stage!!!"" he added.",messi shares pic aguero striker retirement pay tribute lionel messi take instagram share picture argentina teammate sergio aguero retire football due heart condition truth hurt lot see stop love happen messi write good new stage add
Nothing can derail me from being motivated to play for India: Virat Kohli,"Amid the controversy surrounding his ouster as ODI captain, Virat Kohli, in a press conference, said nothing can derail him from being motivated to play for India. He added, ""A lot of things that happen on the outside aren't ideal and not how one expects them to be...but you've to understand there's only so much...you can do as an individual.""",sports,"Nothing can derail me from being motivated to play for India: Virat Kohli. Amid the controversy surrounding his ouster as ODI captain, Virat Kohli, in a press conference, said nothing can derail him from being motivated to play for India. He added, ""A lot of things that happen on the outside aren't ideal and not how one expects them to be...but you've to understand there's only so much...you can do as an individual.""",nothing derail I motivate play india virat kohli amid controversy surround ouster odi captain virat kohli press conference say nothing derail motivate play india add lot thing happen outside not ideal not one expect understand much individual
"Latest rankings for Test bowlers released, Shaheen Afridi achieves career-best position","The ICC today released the latest rankings for Test bowlers, with Pakistan's Shaheen Afridi jumping two places to achieve his career-best third position in the rankings. Off-spinner Ravichandran Ashwin (second) is the only Indian in the top ten. Pakistan off-spinner Sajid Khan zoomed up 52 places to the 49th position after his 12-wicket haul against Bangladesh.",sports,"Latest rankings for Test bowlers released, Shaheen Afridi achieves career-best position. The ICC today released the latest rankings for Test bowlers, with Pakistan's Shaheen Afridi jumping two places to achieve his career-best third position in the rankings. Off-spinner Ravichandran Ashwin (second) is the only Indian in the top ten. Pakistan off-spinner Sajid Khan zoomed up 52 places to the 49th position after his 12-wicket haul against Bangladesh.",late ranking test bowler release shaheen afridi achieve career good position icc today release late ranking test bowler pakistans shaheen afridi jump two place achieve career good third position ranking spinner ravichandran ashwin second indian top ten pakistan spinner sajid khan zoom place th position wicket haul bangladesh
7-time Formula One world champion Lewis Hamilton receives knighthood,"Mercedes' driver and seven-time F1 world champion Lewis Hamilton received his knighthood for services in motorsport on Wednesday, after losing to Red Bull's Max Verstappen for a record breaking eighth world championship on Sunday. Hamilton has won 103 races, the most in the sport's history, while being tied for the most drivers' championships with Michael Schumacher on seven.",sports,"7-time Formula One world champion Lewis Hamilton receives knighthood. Mercedes' driver and seven-time F1 world champion Lewis Hamilton received his knighthood for services in motorsport on Wednesday, after losing to Red Bull's Max Verstappen for a record breaking eighth world championship on Sunday. Hamilton has won 103 races, the most in the sport's history, while being tied for the most drivers' championships with Michael Schumacher on seven.",time formula one world champion lewis hamilton receive knighthood mercede driver seven time f world champion lewis hamilton receive knighthood service motorsport wednesday lose red bull max verstappen record break eighth world championship sunday hamilton win race sport history tie driver championship michael schumacher seven
Stephen Curry breaks NBA's all-time 3-point scoring record ,"Golden State Warriors' Stephen Curry has become NBA's all-time leading 3-point scorer, breaking Ray Allen's record of 2,973 three-pointers. Curry broke Allen's record and ended with 2,977 career three-pointers in their match against New York Knicks. Notably, Curry surpassed the milestone in his 789th career game while Allen had achieved the feat in 1,300 appearances.",sports,"Stephen Curry breaks NBA's all-time 3-point scoring record . Golden State Warriors' Stephen Curry has become NBA's all-time leading 3-point scorer, breaking Ray Allen's record of 2,973 three-pointers. Curry broke Allen's record and ended with 2,977 career three-pointers in their match against New York Knicks. Notably, Curry surpassed the milestone in his 789th career game while Allen had achieved the feat in 1,300 appearances.",stephen curry break nbas time point scoring record golden state warrior stephen curry become nbas time lead point scorer break ray allens record three pointer curry break allens record end career three pointer match new york knick notably curry surpass milestone th career game allen achieve feat appearance
Bayern Munich beat Stuttgart 5-0 to go 9 points clear in Bundesliga,"Serge Gnabry scored a hat-trick and set up two more as Bayern Munich beat VfB Stuttgart 5-0 on Tuesday, taking them nine points clear at the top of the Bundesliga. Polish striker Robert Lewandowski scored the other two goals, with his second goal equalling Gerd Muller's 1972 record of 42 Bundesliga goals in a single calendar year.",sports,"Bayern Munich beat Stuttgart 5-0 to go 9 points clear in Bundesliga. Serge Gnabry scored a hat-trick and set up two more as Bayern Munich beat VfB Stuttgart 5-0 on Tuesday, taking them nine points clear at the top of the Bundesliga. Polish striker Robert Lewandowski scored the other two goals, with his second goal equalling Gerd Muller's 1972 record of 42 Bundesliga goals in a single calendar year.",bayern munich beat stuttgart go point clear bundesliga serge gnabry score hat trick set two bayern munich beat vfb stuttgart tuesday take nine point clear top bundesliga polish striker robert lewandowski score two goal second goal equal gerd muller record bundesliga goal single calendar year
Sergio Agüero breaks down as he retires from football aged 33 due to heart problem,Barcelona and Argentina forward Sergio Agüero has announced his retirement from football at the age of 33 due to a heart condition. Agüero broke down during the press conference while announcing his retirement. He was diagnosed with cardiac arrhythmia in October after he suffered chest pain during Barcelona's draw with Alaves. He had joined Barcelona from Manchester City. ,sports,Sergio Agüero breaks down as he retires from football aged 33 due to heart problem. Barcelona and Argentina forward Sergio Agüero has announced his retirement from football at the age of 33 due to a heart condition. Agüero broke down during the press conference while announcing his retirement. He was diagnosed with cardiac arrhythmia in October after he suffered chest pain during Barcelona's draw with Alaves. He had joined Barcelona from Manchester City. ,sergio aguero break retire football age due heart problem barcelona argentina forward sergio aguero announce retirement football age due heart condition aguero break press conference announce retirement diagnose cardiac arrhythmia october suffer chest pain barcelonas draw alave join barcelona manchester city
Real Madrid's Luka Modric and Marcelo test positive for COVID-19,"LaLiga club Real Madrid on Wednesday said Luka Modric and Marcelo tested positive for COVID-19 and have been moved into quarantine as per Spain's health protocols. Another LaLiga club announced positive tests in their club as Valencia on Monday confirmed four cases, including their manager. Both Modric and Marcelo will miss Real Madrid's next game against Cadiz.",sports,"Real Madrid's Luka Modric and Marcelo test positive for COVID-19. LaLiga club Real Madrid on Wednesday said Luka Modric and Marcelo tested positive for COVID-19 and have been moved into quarantine as per Spain's health protocols. Another LaLiga club announced positive tests in their club as Valencia on Monday confirmed four cases, including their manager. Both Modric and Marcelo will miss Real Madrid's next game against Cadiz.",real madrid luka modric marcelo test positive covid laliga club real madrid wednesday say luka modric marcelo test positive covid move quarantine per spain health protocol another laliga club announce positive test club valencia monday confirm four case include manager modric marcelo miss real madrid next game cadiz
Most govts won't join diplomatic boycott of Beijing Winter Olympics: IOC,"International Olympic Committee (IOC) President Thomas Bach on Tuesday said most governments from 90 participating countries will not join diplomatic boycotts of the 2022 Winter Olympics in Beijing. The US, UK and Australia are among several countries that recently announced a diplomatic boycott of the Games, over China's human rights record. ""We are responsible for the Olympic Games,"" Bach said.",sports,"Most govts won't join diplomatic boycott of Beijing Winter Olympics: IOC. International Olympic Committee (IOC) President Thomas Bach on Tuesday said most governments from 90 participating countries will not join diplomatic boycotts of the 2022 Winter Olympics in Beijing. The US, UK and Australia are among several countries that recently announced a diplomatic boycott of the Games, over China's human rights record. ""We are responsible for the Olympic Games,"" Bach said.",govts not join diplomatic boycott beijing winter olympics ioc international olympic committee ioc president thomas bach tuesday say government participate country not join diplomatic boycott winter olympic beijing us uk australia among several country recently announce diplomatic boycott game chinas human right record responsible olympic game bach say
Want to do something similar to Hazlewood's spell vs India: Anderson,"Ahead of their day-night Test against Australia, England pacer James Anderson said he wants to do something similar to what Josh Hazlewood did during India's second innings in Adelaide's day-night Test in 2020. Hazlewood had picked five wickets, conceding eight runs to help Australia bundle out India for 36 runs. Anderson is part of England's 12-player squad for second Test.",sports,"Want to do something similar to Hazlewood's spell vs India: Anderson. Ahead of their day-night Test against Australia, England pacer James Anderson said he wants to do something similar to what Josh Hazlewood did during India's second innings in Adelaide's day-night Test in 2020. Hazlewood had picked five wickets, conceding eight runs to help Australia bundle out India for 36 runs. Anderson is part of England's 12-player squad for second Test.",want something similar hazlewood spell vs india anderson ahead day night test australia england pacer james anderson say want something similar josh hazlewood indias second innings adelaide day night test hazlewood pick five wicket concede eight run help australia bundle india run anderson part england player squad second test
Man City beat Leeds Utd 7-0 to register their 7th consecutive PL win,"Manchester City on Tuesday registered their seventh consecutive win in the Premier League, after beating Leeds United 7-0 at the Etihad Stadium. City are four points clear at the top of the table with 41 points from 17 games, with second place Liverpool on 37 points and third place Chelsea on 36 points. Both Liverpool and Chelsea play on Thursday.",sports,"Man City beat Leeds Utd 7-0 to register their 7th consecutive PL win. Manchester City on Tuesday registered their seventh consecutive win in the Premier League, after beating Leeds United 7-0 at the Etihad Stadium. City are four points clear at the top of the table with 41 points from 17 games, with second place Liverpool on 37 points and third place Chelsea on 36 points. Both Liverpool and Chelsea play on Thursday.",man city beat leed utd register th consecutive pl win manchester city tuesday register seventh consecutive win premier league beat leed unite etihad stadium city four point clear top table point game second place liverpool point third place chelsea point liverpool chelsea play thursday
Max Verstappen wears golden shoes in testing after F1 world title win,Max Verstappen wore golden shoes on Tuesday for tyre testing in Abu Dhabi after winning the world championship for Red Bull. The 24-year-old Dutch driver won his maiden F1 title after overtaking Mercedes' Lewis Hamilton in the last lap under controversial circumstances when race officials changed a safety car procedure during last Sunday's race. Verstappen completed 124 laps during testing.,sports,Max Verstappen wears golden shoes in testing after F1 world title win. Max Verstappen wore golden shoes on Tuesday for tyre testing in Abu Dhabi after winning the world championship for Red Bull. The 24-year-old Dutch driver won his maiden F1 title after overtaking Mercedes' Lewis Hamilton in the last lap under controversial circumstances when race officials changed a safety car procedure during last Sunday's race. Verstappen completed 124 laps during testing.,max verstappen wear golden shoe testing f world title win max verstappen wear golden shoe tuesday tyre testing abu dhabi win world championship red bull year old dutch driver win maiden f title overtake mercedes lewis hamilton last lap controversial circumstance race official change safety car procedure last sunday race verstappen complete lap testing
Hip hop song '1-800-273-8255' may have prevented hundreds of suicides in US: Study,"Rapper Logic's song titled '1-800-273-8255', the number of the US National Suicide Prevention Lifeline, may have prevented hundreds of suicides in the US. A study found there were nearly 10,000 more calls to the lifeline from the song's release in April 2017 to Grammys 2018. Additionally, there was a 5.5% reduction in suicides among 10 to 19-year-olds during the period.",world,"Hip hop song '1-800-273-8255' may have prevented hundreds of suicides in US: Study. Rapper Logic's song titled '1-800-273-8255', the number of the US National Suicide Prevention Lifeline, may have prevented hundreds of suicides in the US. A study found there were nearly 10,000 more calls to the lifeline from the song's release in April 2017 to Grammys 2018. Additionally, there was a 5.5% reduction in suicides among 10 to 19-year-olds during the period.",hip hop song may prevent hundred suicide study rapper logics song title number us national suicide prevention lifeline may prevent hundred suicide us study find nearly call lifeline song release april grammy additionally reduction suicide among year old period
"UK records 78,610 new COVID-19 cases, highest daily rise since start of pandemic","The UK on Wednesday reported 78,610 new COVID-19 cases, which is the highest single-day rise in the country since the start of the pandemic. It further reported a single-day rise of 165 deaths, taking the country's tally to 146,791 COVID-19 deaths. UK has so far confirmed 10,017 cases of Omicron variant of coronavirus.",world,"UK records 78,610 new COVID-19 cases, highest daily rise since start of pandemic. The UK on Wednesday reported 78,610 new COVID-19 cases, which is the highest single-day rise in the country since the start of the pandemic. It further reported a single-day rise of 165 deaths, taking the country's tally to 146,791 COVID-19 deaths. UK has so far confirmed 10,017 cases of Omicron variant of coronavirus.",uk record new covid case high daily rise since start pandemic uk wednesday report new covid case high single day rise country since start pandemic far report single day rise death take countrys tally covid death uk far confirm case omicron variant coronavirus
"Musk compares US Senator Warren to an 'angry mom', calls her 'Karen'","Elon Musk in a Twitter spat with Elizabeth Warren, over taxes, compared the US Senator to his friend's ""angry mom who'd randomly yell at everyone"". Musk also tweeted, ""Please don't call the manager on me, Senator Karen."" He added, ""If you opened your eyes for 2 seconds, you'd realize I'll pay more taxes than any American in history this year.""",world,"Musk compares US Senator Warren to an 'angry mom', calls her 'Karen'. Elon Musk in a Twitter spat with Elizabeth Warren, over taxes, compared the US Senator to his friend's ""angry mom who'd randomly yell at everyone"". Musk also tweeted, ""Please don't call the manager on me, Senator Karen."" He added, ""If you opened your eyes for 2 seconds, you'd realize I'll pay more taxes than any American in history this year.""",musk compare senator warren angry mom call karen elon musk twitter spat elizabeth warren taxis compare us senator friend angry mom randomly yell everyone musk also tweet please not call manager I senator karen add open eye second would realize I pay taxis american history year
Japan Health Ministry approves use of Moderna as COVID booster dose,A Japanese Health Ministry panel has approved use of Moderna vaccine as COVID-19 booster dose amid threats posed by Omicron. The panel greenlighted administration of booster shot in individuals aged 18 and above at least six months after they’ve taken their second vaccine dose. The booster will reportedly be provided free of charge to the general public from January.,world,Japan Health Ministry approves use of Moderna as COVID booster dose. A Japanese Health Ministry panel has approved use of Moderna vaccine as COVID-19 booster dose amid threats posed by Omicron. The panel greenlighted administration of booster shot in individuals aged 18 and above at least six months after they’ve taken their second vaccine dose. The booster will reportedly be provided free of charge to the general public from January.,japan health ministry approve use moderna covid booster dose japanese health ministry panel approve use moderna vaccine covid booster dose amid threat pose omicron panel greenlighte administration booster shoot individual age least six month take second vaccine dose booster reportedly provide free charge general public january
First 2 cases of Omicron variant of COVID-19 found in Philippines,"The Philippines Health Department said on Wednesday that the first two imported cases of the Omicron variant of COVID-19 have been detected in the country. The two Omicron-positive individuals, who arrived in the country from Nigeria and Japan, are currently isolated in a quarantine facility, the department said. One traveller was reported to be fully vaccinated, while the other wasn't.",world,"First 2 cases of Omicron variant of COVID-19 found in Philippines. The Philippines Health Department said on Wednesday that the first two imported cases of the Omicron variant of COVID-19 have been detected in the country. The two Omicron-positive individuals, who arrived in the country from Nigeria and Japan, are currently isolated in a quarantine facility, the department said. One traveller was reported to be fully vaccinated, while the other wasn't.",first case omicron variant covid find philippines philippines health department say wednesday first two import case omicron variant covid detect country two omicron positive individual arrive country nigeria japan currently isolate quarantine facility department say one traveller report fully vaccinate not
UN launches COVID-19 vaccination campaign for migrants in Yemen,"United Nations International Organization for Migration said on Wednesday the UN has launched a COVID-19 vaccination campaign for stranded migrants in Yemen. It aims to inoculate around 7,500 migrants in its centres in Aden and Marib provinces. However, the Head of the IOM Mission in Yemen, Christa Rottensteiner, said there are still not enough doses to protect everyone in Yemen.",world,"UN launches COVID-19 vaccination campaign for migrants in Yemen. United Nations International Organization for Migration said on Wednesday the UN has launched a COVID-19 vaccination campaign for stranded migrants in Yemen. It aims to inoculate around 7,500 migrants in its centres in Aden and Marib provinces. However, the Head of the IOM Mission in Yemen, Christa Rottensteiner, said there are still not enough doses to protect everyone in Yemen.",un launch covid vaccination campaign migrant yemen united nations international organization migration say wednesday un launch covid vaccination campaign strand migrant yemen aim inoculate around migrant centre aden marib province however head iom mission yemen christa rottensteiner say still not enough dose protect everyone yemen
Risk remains high as vaccines 'less effective' against Omicron: WHO,"The World Health Organization said on Wednesday that preliminary evidence indicated that COVID-19 vaccines may be less effective against infection and transmission linked to the Omicron variant of COVID-19. ""[The] overall risk related to the new variant of concern Omicron remains very high,"" the WHO said. Notably, the Omicron variant has been reported in more than 75 countries so far.",world,"Risk remains high as vaccines 'less effective' against Omicron: WHO. The World Health Organization said on Wednesday that preliminary evidence indicated that COVID-19 vaccines may be less effective against infection and transmission linked to the Omicron variant of COVID-19. ""[The] overall risk related to the new variant of concern Omicron remains very high,"" the WHO said. Notably, the Omicron variant has been reported in more than 75 countries so far.",risk remain high vaccine less effective omicron world health organization say wednesday preliminary evidence indicate covid vaccine may less effective infection transmission link omicron variant covid [ ] overall risk relate new variant concern omicron remain high say notably omicron variant report country far
Will pay for news content to agencies: Google to French antitrust body,"Google has submitted a proposal to France's Competition Authority (CA) on how it would deal with news agencies and publishers in a dispute regarding the latter losing ad sales revenue. Google has proposed negotiation in ""good faith"" with news websites over the amount required to be paid to use their protected content as one of the measures.",world,"Will pay for news content to agencies: Google to French antitrust body. Google has submitted a proposal to France's Competition Authority (CA) on how it would deal with news agencies and publishers in a dispute regarding the latter losing ad sales revenue. Google has proposed negotiation in ""good faith"" with news websites over the amount required to be paid to use their protected content as one of the measures.",pay news content agency google french antitrust body google submit proposal france competition authority would deal news agency publisher dispute regard latter lose ad sale revenue google propose negotiation good faith news website amount require pay use protect content one measure
"Prez Kovind given red-carpet welcome, 21-gun salute on B'desh visit","Upon his arrival in Bangladesh for his maiden State Visit, President Ram Nath Kovind was accorded a red-carpet welcome and a 21-gun salute. He was received by President M Abdul Hamid and his wife Rashida Khanam. President Kovind is in Bangladesh to hold talks with his counterpart and attend the golden jubilee celebrations of Bangladesh's independence from Pakistan in 1971.",world,"Prez Kovind given red-carpet welcome, 21-gun salute on B'desh visit. Upon his arrival in Bangladesh for his maiden State Visit, President Ram Nath Kovind was accorded a red-carpet welcome and a 21-gun salute. He was received by President M Abdul Hamid and his wife Rashida Khanam. President Kovind is in Bangladesh to hold talks with his counterpart and attend the golden jubilee celebrations of Bangladesh's independence from Pakistan in 1971.",prez kovind give red carpet welcome gun salute bdesh visit upon arrival bangladesh maiden state visit president ram nath kovind accord red carpet welcome gun salute receive president abdul hamid wife rashida khanam president kovind bangladesh hold talk counterpart attend golden jubilee celebration bangladeshs independence pakistan
Prez Kovind holds bilateral talks with Bangladesh PM Sheikh Hasina,President Ram Nath Kovind on Wednesday met with Bangladesh Prime Minister Sheikh Hasina in Dhaka and discussed bilateral relations between both countries. External Affairs Ministry spokesperson Arindam Bagchi said that the two leaders also recalled the spirit of the 1971 Liberation War. President Kovind is scheduled to attend the celebrations of 50th anniversary of Bangladesh's independence.,world,Prez Kovind holds bilateral talks with Bangladesh PM Sheikh Hasina. President Ram Nath Kovind on Wednesday met with Bangladesh Prime Minister Sheikh Hasina in Dhaka and discussed bilateral relations between both countries. External Affairs Ministry spokesperson Arindam Bagchi said that the two leaders also recalled the spirit of the 1971 Liberation War. President Kovind is scheduled to attend the celebrations of 50th anniversary of Bangladesh's independence.,prez kovind hold bilateral talk bangladesh pm sheikh hasina president ram nath kovind wednesday meet bangladesh prime minister sheikh hasina dhaka discuss bilateral relation country external affairs ministry spokesperson arindam bagchi say two leader also recall spirit liberation war president kovind schedule attend celebration th anniversary bangladeshs independence
There are powers that want to spoil India's ties with Nepal: Rajnath,"Union Defence Minister Rajnath Singh said India will not allow its relations with neighbouring Nepal to be severed. ""There are powers that want to spoil India's [ties] with Nepal...We [will bow our head if needed] but [won't allow bilateral ties to be broken],"" Singh said. Singh, who was speaking at a gathering in Dehradun, also condoled General Bipin Rawat's demise.",world,"There are powers that want to spoil India's ties with Nepal: Rajnath. Union Defence Minister Rajnath Singh said India will not allow its relations with neighbouring Nepal to be severed. ""There are powers that want to spoil India's [ties] with Nepal...We [will bow our head if needed] but [won't allow bilateral ties to be broken],"" Singh said. Singh, who was speaking at a gathering in Dehradun, also condoled General Bipin Rawat's demise.",power want spoil indias tie nepal rajnath union defence minister rajnath singh say india not allow relation neighbouring nepal sever power want spoil india [ tie ] nepal [ bow head need ] [ not allow bilateral tie break ] singh say singh speak gathering dehradun also condole general bipin rawat demise
German police destroy 1.5 metric tonnes of cocaine worth over $300mn,"Police in Germany's Bavaria region said that they have destroyed some 1.5 metric tonnes of cocaine worth over $300 million on Tuesday. As part of 'Operation Snow Melt', the police destroyed the drugs under heavy security at a facility at an undisclosed location in the south of Bavaria. The destroyed cocaine was reportedly seized in various investigations over recent years.",world,"German police destroy 1.5 metric tonnes of cocaine worth over $300mn. Police in Germany's Bavaria region said that they have destroyed some 1.5 metric tonnes of cocaine worth over $300 million on Tuesday. As part of 'Operation Snow Melt', the police destroyed the drugs under heavy security at a facility at an undisclosed location in the south of Bavaria. The destroyed cocaine was reportedly seized in various investigations over recent years.",german police destroy metric tonne cocaine worth mn police germanys bavaria region say destroy metric tonne cocaine worth million tuesday part operation snow melt police destroy drug heavy security facility undisclosed location south bavaria destroy cocaine reportedly seize various investigation recent year
Russian critic Navalny's daughter receives EU prize on his behalf,"Russian dissident Alexei Navalny's daughter Daria received Sakharov Prize for Freedom of Thought on his behalf, which was presented by European Parliament. Navalny, who is touted to be one of the biggest critics of President Vladimir Putin, is currently imprisoned in Russia. He received the merit, which is EU’s top award for human rights, in recognition of his anti-corruption stance.",world,"Russian critic Navalny's daughter receives EU prize on his behalf. Russian dissident Alexei Navalny's daughter Daria received Sakharov Prize for Freedom of Thought on his behalf, which was presented by European Parliament. Navalny, who is touted to be one of the biggest critics of President Vladimir Putin, is currently imprisoned in Russia. He received the merit, which is EU’s top award for human rights, in recognition of his anti-corruption stance.",russian critic navalnys daughter receive eu prize behalf russian dissident alexei navalnys daughter daria receive sakharov prize freedom thought behalf present european parliament navalny tout one big critic president vladimir putin currently imprison russia receive merit eus top award human right recognition anti corruption stance
Russia & China call US' democracy summit 'counterproductive',"Russian President Vladimir Putin and his Chinese counterpart Xi Jinping termed US' Summit for Democracy as ""counterproductive"". The two leaders, who held a virtual meeting on Wednesday, mutually agreed that the summit had divided the international community. ""[The leaders] were unanimous in their assessments that the event was...confrontational,"" a Russian presidential aide said.",world,"Russia & China call US' democracy summit 'counterproductive'. Russian President Vladimir Putin and his Chinese counterpart Xi Jinping termed US' Summit for Democracy as ""counterproductive"". The two leaders, who held a virtual meeting on Wednesday, mutually agreed that the summit had divided the international community. ""[The leaders] were unanimous in their assessments that the event was...confrontational,"" a Russian presidential aide said.",russia china call democracy summit counterproductive russian president vladimir putin chinese counterpart xi jinping term summit democracy counterproductive two leader hold virtual meeting wednesday mutually agree summit divide international community [ leader ] unanimous assessment event confrontational russian presidential aide say
UK's inflation hits decade-high of 5.1% in November 2021,"The inflation rate in the United Kingdom reached a decade-high of 5.1% in November 2021. The inflation rates in October were 4.2%, marking an increase of 19.3% in inflation rates over a one-month period. Rising petrol prices, jump in value of second-hand cars, and increase in clothing prices are reportedly driving the high inflation rates.",world,"UK's inflation hits decade-high of 5.1% in November 2021. The inflation rate in the United Kingdom reached a decade-high of 5.1% in November 2021. The inflation rates in October were 4.2%, marking an increase of 19.3% in inflation rates over a one-month period. Rising petrol prices, jump in value of second-hand cars, and increase in clothing prices are reportedly driving the high inflation rates.",uks inflation hit decade high november inflation rate united kingdom reach decade high november inflation rate october mark increase inflation rate one month period rise petrol price jump value second hand car increase clothing price reportedly drive high inflation rate
EU drug regulator recommends J&J COVID-19 booster shot for adults,"The European Medicines Agency (EMA) on Wednesday said they recommend a booster shot of the Johnson & Johnson COVID-19 vaccine at least two months after a first dose for people aged 18 and older. Amid fears of the rapidly spreading Omicron variant, the EMA recommendation comes after data shows an additional shot led to a rise of antibodies against COVID-19.",world,"EU drug regulator recommends J&J COVID-19 booster shot for adults. The European Medicines Agency (EMA) on Wednesday said they recommend a booster shot of the Johnson & Johnson COVID-19 vaccine at least two months after a first dose for people aged 18 and older. Amid fears of the rapidly spreading Omicron variant, the EMA recommendation comes after data shows an additional shot led to a rise of antibodies against COVID-19.",eu drug regulator recommend jj covid booster shot adult european medicines agency ema wednesday say recommend booster shot johnson johnson covid vaccine least two month first dose people age old amid fear rapidly spread omicron variant ema recommendation come datum show additional shot lead rise antibody covid
Lithuanian diplomats depart from China amid tension over Taiwan,"The Lithuanian delegation of diplomats to China left the country on Wednesday, as bilateral tensions continue to rise over Taiwan. The move comes a month after China downgraded diplomatic ties with Lithuania following establishment of a Taiwanese embassy in Lithuania's Vilnius. China considers Taiwan part of its own territory and has discouraged nations from pursuing diplomatic relations with it.",world,"Lithuanian diplomats depart from China amid tension over Taiwan. The Lithuanian delegation of diplomats to China left the country on Wednesday, as bilateral tensions continue to rise over Taiwan. The move comes a month after China downgraded diplomatic ties with Lithuania following establishment of a Taiwanese embassy in Lithuania's Vilnius. China considers Taiwan part of its own territory and has discouraged nations from pursuing diplomatic relations with it.",lithuanian diplomat depart china amid tension taiwan lithuanian delegation diplomat china leave country wednesday bilateral tension continue rise taiwan move come month china downgrade diplomatic tie lithuania follow establishment taiwanese embassy lithuanias vilnius china consider taiwan part territory discourage nation pursue diplomatic relation
Rwanda and Kenya report first cases of COVID-19 variant Omicron,"Kenya and Rwanda on Tuesday both reported confirmed cases of the Omicron variant of COVID-19 for the first time in each country. Rwanda's health ministry on Tuesday confirmed six cases of the Omicron variant of COVID-19, with around 40% of the country's population fully vaccinated against the virus. Kenya's Health Minister Mutahi Kagwe said three confirmed cases have been reported.  ",world,"Rwanda and Kenya report first cases of COVID-19 variant Omicron. Kenya and Rwanda on Tuesday both reported confirmed cases of the Omicron variant of COVID-19 for the first time in each country. Rwanda's health ministry on Tuesday confirmed six cases of the Omicron variant of COVID-19, with around 40% of the country's population fully vaccinated against the virus. Kenya's Health Minister Mutahi Kagwe said three confirmed cases have been reported.  ",rwanda kenya report first case covid variant omicron kenya rwanda tuesday report confirm case omicron variant covid first time country rwanda health ministry tuesday confirm six case omicron variant covid around countrys population fully vaccinate virus kenyas health minister mutahi kagwe say three confirm case report
